,count,hate_speech,offensive_language,neither,class,tweet
901,3,0,3,0,1,"#porn
902,3,0,3,0,1,"#porn
903,3,0,3,0,1,"#porn
904,3,0,3,0,1,"#porn
905,3,0,3,0,1,"#porn
906,3,0,3,0,1,"#porn
907,3,0,3,0,1,"#porn
908,3,0,3,0,1,"#porn
909,3,1,2,0,1,"#porn
910,3,0,3,0,1,"#porn
911,3,0,3,0,1,"#porn
912,3,0,3,0,1,"#porn
913,3,0,3,0,1,"#porn
914,3,0,3,0,1,"#porn
915,3,0,3,0,1,"#porn
916,3,0,3,0,1,"#porn
917,3,0,3,0,1,"#porn
918,3,0,3,0,1,"#porn
919,3,0,3,0,1,"#porn
920,3,0,3,0,1,"#porn
923,3,0,3,0,1,"#porn
924,3,0,3,0,1,"#porn
926,3,0,3,0,1,"#real RT @ImTooMuch: RT @d_lac: RT @WeavusChrist: RT @Tone314: Don't tell me if my gf was a hoe before me
927,3,0,2,1,1,#realtalk if you a hoe an try to get serious with someone don't expect to be anything more then a piece of meat to them
932,3,0,3,0,1,#tbt me being a bad bitch http://t.co/Jc4bKbe8Vt
934,3,0,3,0,1,#tbt to when i used to be good at rapping...now ima bitch &#128542;&#128299; http://t.co/6RV4jiJpRD
937,3,0,3,0,1,#throwback to being bitches &amp; drinking Mikes bc we sucked @AutumnMaye http://t.co/jfCthdEDcz
939,3,0,3,0,1,#truefriendtuesday my bitch @drrrruuuu http://t.co/7dSZ3vCySz
940,3,0,3,0,1,#tweetlikelexi Nah we not gonna sit down we gonna walk it out bitch.
941,3,1,2,0,1,#ultimatepickupline bitch get naked. Works 10 times out of 10 if she's drunk :)
943,3,0,2,1,1,#vegas #bitch http://t.co/wbAqQ5vFpd
944,3,1,2,0,1,#wallofthewasatch bitch!
945,3,0,3,0,1,#wcw all the bad bitches &#128069;&#128166;
946,3,0,3,0,1,#wcw bitch &#128536;&#128514; @AutumnMaye http://t.co/7n5X9FyvIP
947,3,0,3,0,1,"#wrongfilmquotes ..everytime I come in the kitchen you in the kitchen
948,3,0,3,0,1,#xfactorau sick of guys who sing like pussies. Where are the rock type men?
949,3,0,3,0,1,#youaremoreattractive if u a real bitch!
950,3,0,3,0,1,$100 bid to go on a date with Zack Morris oh that dreamy son of a bitch
951,3,0,3,0,1,"$3 bud Lites and $4 well shots at the bar tn
952,3,0,3,0,1,"$60 torch down the drain cause either I was to high and lost it or one of my ""niggas"" finessed that hoe fuckkkkk ittt"
954,3,0,3,0,1,&#127829;&#128049; RT @TAN1AAA: RT @PeachDulce: A piece of pussy http://t.co/BcWiT2nuz5
955,3,0,3,0,1,"&#127850; RT @Ms_SadaClay: I love salad RT&#8220;@viaNAWF: Anyway fuck you hoes
957,3,0,3,0,1,&#127942; RT @UBoyRock17: Every bitch n my passenger seat I dun fucked at least one time
959,3,0,2,1,1,&#128034; dirty whore. I love you. but you a hoe. but I love you. Jesus is watching.
960,3,0,3,0,1,&#128064; RT @Freegeezy17: This hoe got a school shirt on sucking dick &#128553;&#128553;&#128553;&#128553;&#128553;&#128553;
961,6,1,5,0,1,&#128064; RT @Mr_QuenchYaGirl: A lotta fck niggas on this here Twitter. Really be talking like bitches.
962,3,1,2,0,1,&#128064; RT @PrettyDamAmazin: These bitches started shooting at my party. Fuck New Orleans
963,3,0,3,0,1,&#128064; bitches giving back rubs ?
964,3,1,2,0,1,&#128072;never been a coon grew up with bokoo coons tho but never was 1 I did some coon shit tho
965,3,1,2,0,1,"&#128073; RT @OeauxMar: Nigga was smashing his hoe
966,6,0,6,0,1,&#128073; RT @OfficiallyIce: #GuiltyPleasure watching niggers fight on YouTube/Vine/IG
967,3,0,3,0,1,&#128073; RT @Pr3ttyN33: Don't like me ??? Have a &#128186;with the rest of the bitches waiting for me to give a fuck &#128540;&#128129;
968,3,1,2,0,1,&#128073; RT @_WSBG: I'd rather be called nigger than a uncle tom or a mark
969,3,0,3,0,1,&#128073;RT @Str8_no_Chazer: Bet y'all bitches was deaf to MC Lyte's words about being treated like a queen huh
973,3,0,3,0,1,&#128077;RT @kwagiheath: One'a y'all b!tches gon end up dead over a screen shot thinkn that sh!t funny...ain't too many niccas gon laugh at that b!
974,3,0,2,1,1,"&#128079; congrats you've turned a hoe into a housewife
975,3,0,3,0,1,&#128095;&#128095;&#128095;&#128095; got ur bitch tip toeing on my marble floors.......
976,3,1,2,0,1,"&#128114;&#128069;&#128166;&#128149; - &#128514;&#128557; omg just thinccin of you makes me laugh
977,3,0,3,0,1,&#128119;&#128119; you needa stop sucking dick hoe &#128514;&#128514;
978,3,0,3,0,1,"&#128128; RT @OGBEARD: ""OMG LIL B FOLLOWED ME YASSSS"" 
979,3,0,2,1,1,&#128128;&#128128; RT @monique504Q: &#128557;&#128128; &#8220;@ByeKandace: hop off hoe. RT @KekePalmer: Come on @KSTiLLS!!! &#128079;&#128079;&#128079;&#128079;&#128079;&#128079;&#128079;&#8221;
980,3,0,3,0,1,&#128129;&#128513;&#128586;- lmao my nigga . Let's go half on a weed brownie &#128553; we will be laughing hard as hell in senior seminar
981,3,0,3,0,1,&#128131;&#128131; &amp; if you ain't a ho get up out my trap hooouseee.
982,3,0,3,0,1,&#128139;&#128175; - ugh bitch I love you &amp; that A S S &#128553; your just simply FLAWLESS &#128149; I remember when you cute a peice of your hair hella short &#128514;
983,3,0,3,0,1,"&#128149;&#128149;&#128149; pussy ride dick like she a Jamaican / \ / &#128167;\ 
984,3,0,3,0,1,&#128165;&#128162; on the pussy http://t.co/mWXQnjm4So
985,3,0,3,0,1,&#128175; RT @DammitHamm_: Loyal pussy .
986,3,0,3,0,1,&#128175; my bitch &#128079;&#128523;
987,3,0,3,0,1,&#128347; is the most important thing. All this temporary bullshit and lies is fa the birds. Kill that !
988,3,2,1,0,0,&#128514; &#8220;@BossmobbE: Racist all month .. Fuck u honkey&#8221;
989,3,0,3,0,1,"&#128514; Gucci b having me on my rude shit&#8220;@AmazinNaNa: Lol that's not nice ""@SMCo71: "" that bitch aint worth a quarter """"&#8221;"
990,3,1,2,0,1,&#128514; RT @LaShana_Sinead: Mimi too old to be covering her titties during sex&#128514;&#128514;&#128514; bitch you childish
991,3,2,1,0,0,&#128514; RT @TheOnlyReed: LMFAO RT @Tone314: If you watching porn &amp; beating off &amp; yo homie text u &amp; it show his name in the banner you're a faggot
992,3,0,3,0,1,&#128514; bruh these hoes gotta be stupid.
993,3,0,3,0,1,&#128514;&#128514; &#8220;@Juggs201: SOMEBODY GONNA DIE &#128557;&#128557;&#128557; RT @SMCo71: @Juggs201 &#128514; theres a bitch on NJT setting up a lean as we tweet&#8221;
994,3,0,3,0,1,&#128514;&#128514; &#8220;@JusDahl &#8220;@JustKorey &#8220;@JusDahl: Y'all have boring sex.&#8221; Nope.. I lick the side of my bitch face when I'm hittin it from the back&#8221;&#8221;
995,3,1,2,0,1,&#128514;&#128514; &#8220;@mcdonavins: Of course cooder's nudes are trash. She lives in the DMV what did you expect? &#128514;&#128514;&#128514;.&#8221;
996,3,0,3,0,1,&#128514;&#128514; My stomach in pain like a mufucka RT @OwIPharaoh This the nigga that's rating bitches 3/10? http://t.co/yFlFuBJ2Po
997,3,0,3,0,1,&#128514;&#128514; bitches get stuff done. http://t.co/GvFpk65ah5
998,3,2,1,0,0,&#128514;&#128514; fucc nicca yu pose to be pullin up
1001,3,1,2,0,1,"&#128514;&#128514; niggas sending screenshots of me to they bitches like "" stop texting cuh "" &#128557;"
1002,3,0,3,0,1,&#128514;&#128514; this white bitch think she miley cyrus &#128557;&#128557; http://t.co/lFfy5HvcNa
1003,3,0,3,0,1,&#128514;&#128514;&#128514; &#8220;@snapbackBLAC: i seen a thot ass bitch in some high top whites&#8221;
1004,3,1,2,0,1,&#128514;&#128514;&#128514; Nicca gotta team full of worsum hoes
1005,6,0,6,0,1,"&#128514;&#128514;&#128514; RT &#8220;@TuneLuciano: this hoe just DM'd me sayin ""never give up in your dreams""...fuckin fortune cookie ass hoe
1006,3,1,2,0,1,&#128514;&#128514;&#128514; RT @A2daO: When a dyke get pregnant by mistake &gt;&gt;&gt;&gt;&gt;
1007,3,0,3,0,1,"&#128514;&#128514;&#128514; RT@gxdlyvisuals: ""bitch i know you got games on your phone"" http://t.co/I2HyINFIdW"
1008,3,0,3,0,1,&#128514;&#128514;&#128514; bitch my lrt
1009,3,0,3,0,1,&#128514;&#128514;&#128514; burnt pussy lips
1010,3,2,1,0,0,"&#128514;&#128514;&#128514; i just said that RT @BoyThats_ARYAH: My TL gotta chill with this pretty face challenge foolishness
1011,3,0,3,0,1,&#128514;&#128514;&#128514; nah if you round me you do Molly &#8220;@CallNeeshCakey: Only bitches with no nigga do Mollies...&#8221;
1012,3,1,2,0,1,&#128514;&#128514;&#128514; played that nigga smh &#8220;@sexualgifss: bitches are so shady... oh my god &#128514;&#128514; http://t.co/1VhC9LqsKg&#8221;
1013,3,0,3,0,1,"&#128514;&#128514;&#128514;&#128514; &#128128;&#128128; &#8220;@LisforLex: No bitch go away &#9995;""@subnorbot1: @Tats_NSnapbacks @LisforLex @LisforLex tu puta madre @carlosnoodles""&#8221;"
1014,6,0,6,0,1,&#128514;&#128514;&#128514;&#128514; @shoota1017 bitch was mad af https://t.co/9C4i4W7Q7D
1015,3,0,3,0,1,&#128514;&#128514;&#128514;&#128514; I hate you! RT @YumiYoko: Cyrus ho is a rookie slut. getting the cash after the date? nope nope nope.
1016,3,0,3,0,1,&#128514;&#128514;&#128514;&#128514; RT @MREEUH: when you're trying to relax but your pussy is shooting out light beams http://t.co/5eHbmr8TKo
1017,3,0,3,0,1,&#128514;&#128514;&#128514;&#128514; RT @SMASHaVelli: Murda out here sucking bitches &#128514;&#128514;&#128514;&#128514; #howDhow?
1018,3,0,3,0,1,&#128514;&#128514;&#128514;&#128514; bitch if you're the hobbit you need to let me know right now &#128514;&#128514;&#128514;&#128514;&#128079;&#128079;&#128079;
1019,3,0,2,1,1,&#128514;&#128514;&#128514;&#128514; these folks so bad. I'm just here to talk trash.
1020,6,0,6,0,1,&#128514;&#128514;&#128514;&#128514;&#128514; brittany bitch u my dog man &#128514;&#128514;&#128514;&#9996;&#65039;&#9996;&#65039;&#128553;&#128553;&#128553;&#128553;&#128553;&#128553;&#128569;&#128569;&#128584;&#128584;&#128584;&#128584;
1021,3,1,2,0,1,&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; RT @KarltonHinez: @ItsNotHarold smh bitch sellin her ass
1022,3,0,3,0,1,"&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;""@betysweetcocker: That pussy is just....&#128561; imma assume she just had a baby like..the day before"""
1023,3,1,2,0,1,"&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;""@AlisaRenee: you a faggot if you eat pork chops."""
1024,3,0,3,0,1,&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; RT @PushupSensei: McNair had brisket sizzlin on the grill when his side hoe laid the Uzi game down
1025,3,1,2,0,1,&#128514;&#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#128557;RT @KfromtheG: Mexican bitches shaped like silly puddy!
1026,3,1,2,0,1,&#128514;&#128514;&#128514;&#128514;RT @KfromtheG: You a hoe if ya grandma got a tattoo.
1027,3,0,3,0,1,&#128514;&#128514;&#128514;RT @LiViBADD88: cheap hair.. cheap dresses.. cheap shoes.. tacky ass little bitches
1029,3,2,1,0,0,&#128514;&#128514;&#128514;RT @kwagiheath: Them 1st 48 Charlotte goon niccas gon Fkkk around and burn Bank Of America stadium down&#128293;
1030,3,0,3,0,1,"&#128514;&#128514;&#8220;@BrandonBeSlydin: My fucking god bruh
1031,3,0,3,0,1,&#128514;&#128557; I have to explore the pussy out there @Austin__321 http://t.co/GER0IPaBPA
1032,3,0,3,0,1,"&#128514;&#128557; RT @kiaaXO_: RT @sweetbre_xo: Lmfao ""@BeingMsDaisy: WTF kinda pussy my mom think I got
1033,6,0,5,1,1,&#128514;&#128557;&#128128; RT @iDO_me2: Hood hoes love Harrell football team&#128528;
1034,3,0,3,0,1,&#128514;&#9995;&#8220;@iSell_Pussy4EBT &#8220;@Sco_ForIt bucket RT &#8220;@iSell_Pussy4EBT: Trash &#8220;@_manlookaKeedY: All you bitches is my SONS &#128520; http://t.co/LrMBWFPMaE
1035,3,0,3,0,1,&#128514;RT @1BaD_dOc: I hate when people get on my bad side cause I honestly don't like to act like a bitch
1036,3,0,3,0,1,"&#128518;""@QbF150: On a leash &#128555;RT @80sbaby4life: Just pussy &#128553;"""
1038,3,0,3,0,1,&#128520;&#128525;&#128176; - your my BFFL. I love you ya funcy bitch &#128514; I went Finna be faded &amp; shaded on ya C Day &#128153; #WEDEMGIRLZ &#128520;&#128526;&#128176;&#128526;
1039,3,0,3,0,1,"&#128521;&#128077;
1041,3,0,3,0,1,"&#128527; haahaa 
1042,3,1,2,0,1,&#128530; RT @coldhearted9_: &#8220;@11wdNICK: Still can't see what niggers see in them white hoes....&#8221;&#128563; don't do this everrrrrr
1044,3,0,3,0,1,&#128530;RT @LiViBADD88: so many pretty bitches coming to my birthday dinner &#128556;
1045,3,1,2,0,1,&#128530;RT @SedSince81: niggers RT @VonshayeB Before any moves are made... my black ass must take a nap!
1046,3,0,3,0,1,&#128532; RT @MichyDoe: Every week them hoes partying ! I see them hoes in every city partying for an event
1047,3,0,3,0,1,&#128532;RT @FunnyJulius: #ACTRIST RT @sheEBONYblack: &#8220;@HotKommodity05: &#128553;&#128553;&#128553;&#128553; &#8220;@A2daO: U bitches tripping smh http://t.co/Ywz59nbnR7
1048,3,0,3,0,1,"&#128539;&#128120; you've been a good as friend to me 
1049,3,0,3,0,1,&#128540;&#128583;&#128582; I hate ya bitch ass
1050,3,0,3,0,1,&#128543; &#8220;@DubPeeWorld: So the new wave is bitches wearing mini shovels on their hand&#8221;
1051,3,0,3,0,1,&#128553; cunt
1053,3,0,3,0,1,&#128553;&#128514; RT @willieBEAMINN: @_VinChi3 bitches they get bat or sumn *ak voice*
1054,3,0,3,0,1,&#128553;&#128553;&#128514; damn roaches got dicks n pussy to be doing this lol??? http://t.co/OiIxcfos3m
1055,3,0,3,0,1,&#128553;&#128553;&#128514;&#128557;&#128557; RT @Eb_Reloaded: @11wdNICK @KingHov1313 swear to God bitch I'm bouta delete my twitter account http://t.co/YPi52s4dtC
1056,3,0,2,1,1,&#128553;&#128557; RT @Freegeezy17: My Co worker talking about what's my twitter name Oh no hoe you could never screen shot me to the boss
1057,3,0,3,0,1,&#128553;&#128557; RT @KingHov1313: Fox8 got dem bitches huh!&#128588;&#128588;&#128588;&#128588;&#128588;&#128588;
1058,3,1,2,0,1,&#128555;&#128555;&#128555;&#128555;&#128555;&#128532;&#128532;&#128532;&#128532;&#128532;&#128532; this fucking bitch Rachel needs to die please
1059,3,0,3,0,1,&#128555;ugly bitches get no love
1060,3,0,3,0,1,&#128557; RT @KingHov1313: I be thinkin Errbody wanna give me some pussy!&#128553;
1061,3,0,3,0,1,&#128557; RT @That_Mclovin: &#8220;Yass bitch Yass &#128128;&#128128; @VikkiNoSecrets: Too soon? &#128514;&#8221;
1062,3,0,3,0,1,&#128557; RT @TrashAssTweets: When you wake up to bae being a hoe on the TL http://t.co/rbxh33ounM
1063,3,0,3,0,1,"&#128557; RT @red_daddy17: But wait if he got a ole lady and still ""quenching yo girl"" is he a unfaithful water fountain for hoes?!?!"
1064,3,0,3,0,1,&#128557;&#128557; &#8220;@_____AL: Y'all be tweakin wit that WCE shit. Ain't no way in hell u like that bitch every single day.&#8221;
1065,3,0,3,0,1,&#128557;&#128557; RT @KingHorseDick: Welp RT @ThePlasticPope The prettier bitch usually loses lol this Is science
1066,3,1,2,0,1,&#128557;&#128557; RT @KingHov1313: Niggaz get free pussy off of bounce beats alone!&#128584;&#128557;&#128557;&#128557;&#128557;
1067,3,0,2,1,1,&#128557;&#128557;&#128557; Foh RT @MizzCreme: #IDGT RT @eTheHustla: Good pussy don't neva get tired!!!
1068,3,0,3,0,1,&#128557;&#128557;&#128557; RT @EsckmoTrent: I swear Niggas use to step one foot off the bus and bitches would be like NEXTTTT &#128553;&#128514;&#128514; http://t.co/XjKUdt4BUB
1069,3,0,3,0,1,"&#128557;&#128557;&#128557; RT @VineForTheByrd: Bae: go text your hoes 
1070,3,0,3,0,1,&#128557;&#128557;&#128557; RT @tryna_be_famous: Brees been trash since this.... http://t.co/EvYSf5JFkt
1072,3,0,3,0,1,&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557; RT @RealityyBites: Nope Thts not wht it says here.. RT @PeachDulce: I'm not a hoe. I'm a people person http://t.co/RJ1vIx7VCz
1073,3,0,3,0,1,&#128561;that bitch is from Moreno Valley........ &#128530;
1074,3,2,1,0,0,&#128563; RT @KingHov1313: They recruited buku fags in here!&#128563;...a warehouse is no place for them!&#128530;
1075,6,0,5,1,1,&#128563; RT @Pr3ttyN33: &#8220;@11wdNICK: I think all dem hoes on LAHHH regular....&#8221;my co worker was messing with Omarion bm &#128553;
1076,6,0,6,0,1,&#128563; RT @UBoyRock17: &#128557;&#128557;&#128557; these hoes selfish
1077,3,0,3,0,1,"&#128563; RT @ariluvsall: Niccas y'all need lives
1078,3,0,3,0,1,&#128563;&#128563;&#128563; RT @winterlove___: &#8220;@thisisyoungdj: Every girl got a #wcw and fake gay til it's time to eat sum pussy. But I'm &#128564;&#8221; not me &#128523; lol
1079,3,1,2,0,1,&#128563;Oh this bitch Midy must be crazy http://t.co/75LWvtD4oJ
1080,3,0,2,1,1,&#128563;well damn.. RT @JackTheJokster: When ya side hoe claims you as her boyfriend https://t.co/jTJ2jJTfto
1081,3,1,2,0,1,&#128583;&#128583;&#128583;&#128583; can y'all females let this sink in for min? Moment of silence to get y'all bitches thinking right? http://t.co/cDN0dEYCkO
1082,3,0,2,1,1,&#128588; RT @iDO_me2: this vodka be having all the hoes bent over&#128553;&#128131;
1083,3,0,3,0,1,&#128588;&#128588;&#128588; RT @MidCityAce: Y'all excited about that strip mall being built in Louisiana and Claiborne?? That bitch gone be in fiya!!!! &#128514;&#128514;
1084,3,0,3,0,1,"&#128588;&#128588;&#128588;""@Datruthh_: Don't do em with my girl lol RT @thelaurenway: So when yall in threesomes does your girl eat the pussy too?"""
1085,3,0,3,0,1,&#128588;&#128591; RT &#8220;@PlanetPOB: Real Men eat pussy.&#8221;
1086,3,0,3,0,1,"&#128588;RT @Ke2yourheart I don't want my man txtn
1087,3,0,2,1,1,&#128588;RT @Nay_btw It amazes me how niggas can fuck w/ EVERY bitch but when a nigga try to talk to his bitch he wanna cry about it&#128533; I need answers
1088,3,0,3,0,1,&#128700;&#128700;- you a little genius man i need you for a class so u can help a nig out but you cool af man
1089,3,0,2,1,1,"&#191;Como se llama el ni&#241;o m&#225;s delgado de Jap&#243;n? Yocomo Poko
1091,3,2,0,1,0,"&#193;lbum de fotos: gaywrites: In the Making
1093,3,1,2,0,1,"&#8220;@0ddtoddler: When people refer to their girlfriend as their ""bitch"" &#128528; ....&#8221; I know how it sounds but it's how we mean it lol"
1095,3,0,3,0,1,"&#8220;@1_anddone: Fuck east st john and all they fans
1096,3,0,3,0,1,&#8220;@1muneyy: Had to unfollow that bitch .. thot bitch got me fired from Sonic&#8221;she must've tweeted
1097,3,0,3,0,1,"&#8220;@21Cvasquez: My brother is a bitch
1098,3,0,3,0,1,&#8220;@239rell: If you got paid 2million dollars to eat a nugget of shit would u eat it?&#8221; Smash that bitch
1099,3,0,3,0,1,"&#8220;@2Blunts1Jorge: Lol bitch funny
1100,3,0,3,0,1,&#8220;@2hood2bgud: @uce_INA &#128064;&#128066; a bitch is all ears...&#8221; My mama told me not to talk to bitches so...&#128564;&#128514;jk
1101,3,0,3,0,1,&#8220;@305MAYOR: Bad breath ain't cute not even if you a so called bad bitch and it's usually cause by a shitty attitude&#8221; unk ain't ever lied
1102,3,0,3,0,1,&#8220;@44BINKO: Denzy tryna hoe broski Izzy &#128553;&#8221;&#128514;
1103,3,0,2,1,1,&#8220;@4REALROY: @Vomitdatruth no more chunky nugs for you &#127795;&#8221; he doesn't even hook it up like that.
1104,3,0,3,0,1,"&#8220;@50TysonRap: Aye nigga
1105,3,0,3,0,1,&#8220;@50TysonRap: Saw a homeless man sleeping in a box surrounded by bubble wrap. Must be his new alarm system.&#8221; You aren't even FUNNY bitch
1106,3,0,3,0,1,&#8220;@954Nole: This bitch is looking dumber and dumber by the minute.... &gt;&gt;&gt;&gt;&gt;&gt;&gt; @MattHomeTeam&#8221;
1107,3,0,3,0,1,"&#8220;@9acino_: Even though Trunks was one of the main characters
1108,3,0,3,0,1,&#8220;@ABadBitchCost_: omg yall should see this bag of weed dog this bitch like a .3 fasho lmfaooooo&#8221; &#128553;&#128514;
1109,3,0,3,0,1,&#8220;@AC_Hussle: 98% of women were sluts freshman year of college.&#8221; Let these hoes be great
1110,3,0,3,0,1,&#8220;@ALaQuannD: Woaaaahh that coat though lol&#8221;nigga too warm in that hoe
1113,3,0,3,0,1,&#8220;@A_Brown_30: Lmao Dylan just got called a pussy by Mr O himself @wagggggie&#8221; takes skill &#128527;&#128170;
1114,3,1,2,0,1,&#8220;@AbstractLife: @Nigel So you still rather have trash ass Geno Smith than Alex?!? You sick man&#8221; U still cant tell Alex sucks? You blind man
1116,3,0,3,0,1,&#8220;@AdamRotter: Watch: Prust tries to hit Hank during break play http://t.co/fZ6lxcS3ok&#8221; @BrandonPrust8 pussy attempt by a pussy #mtlhockey
1118,9,1,8,0,1,&#8220;@Adrianmayer99: Fucking pussy&#8221; @JosephNoonan2
1119,3,0,3,0,1,&#8220;@Al_Teez: Fuck the cowboys. My birthday in two days hoe!&#8221;&#128530;
1120,3,1,2,0,1,&#8220;@AlanaaaXP: Some of yall hoes nasty yall find out yall sharing or shared dick with a dirty ass female and still fuck the nigga &#128567;&#8221;
1121,4,3,1,0,0,&#8220;@AlexaDelsanter: This is awkward u fag @corleyhuff @vitchhhh http://t.co/HUDOhA6YQe&#8221; wonder who's awesome tank that is &#128522;
1122,3,0,2,1,1,&#8220;@AllEyesOnKIE: Been watching madea plays every night &#128514;&#8221;singing ass bitches
1123,3,0,3,0,1,"&#8220;@AlmightyCBoogie: @BenBornReadySMU @vivalakristia ion wanna hear it
1124,3,1,2,0,1,&#8220;@Alondra_Lu: Ain't that a bitch&#8221;
1125,3,0,3,0,1,&#8220;@AmandaBynes: I Want You To Be Pussy Whipped&#8221; I'm yours
1127,3,0,3,0,1,"&#8220;@Amillinati_: Bro like I really enjoy like eating pussy from the back... It makes it more nasty
1128,3,1,2,0,1,&#8220;@Analyyxo: Say Something is the one Drake song I have to listen to when I'm in my feelings&#8221;fag
1129,3,0,3,0,1,&#8220;@AndyyDotCom: Every female owns a thong &#8220;@Ben_Dough: If she wear thongs she a hoe lol&#8221;&#8221; both facts
1130,3,0,3,0,1,&#8220;@Ann_E_Lizabeth: I can't stop being a lil bitch&#8221;
1131,3,1,2,0,1,"&#8220;@AnthonyCumia: RT @ispfemme: Another Jersey fail - what a cunt http://t.co/1tZpbHgMhP
1133,3,0,2,1,1,&#8220;@ArianaGrande: is this flappy bird shit a joke or........... http://t.co/L3xDYJypjI&#8221; on the real tho
1134,3,0,3,0,1,&#8220;@AriaunaDaVon: Did I just start crying? &#128553;&#128557;&#128514;&#8221; bitch &#128514;&#128514;&#128514;
1135,3,0,3,0,1,&#8220;@Asaprelli_: I hate girls who get drunk &amp; don't turn into hoes fvckin waste of alcohol&#8221; &#128514;&#128557;
1136,3,0,3,0,1,&#8220;@Ashley_J12: Shout out to my momma cuz she didn't raise no hoe! &#128076;&#128079;&#128588;&#8221;
1139,3,0,2,1,1,&#8220;@Attractive_Bad: Yes Iam single I don't mess or talk to anyone . &#128524; no hoes just me &#128076;&#8221;
1142,3,0,3,0,1,"&#8220;@AyoO_Fettii: My Anaconda Don't 
1143,3,0,3,0,1,&#8220;@AyyyeThatsChubb: I wish i had my dad in my life but the bitch ass nigga still think im not his child!&#8221; LMFAOOOO but damn that's sad cuh !
1144,3,0,3,0,1,&#8220;@BEARly_sober Hoes really do b birds man &#128557;&#8221;this new to you?
1145,3,0,3,0,1,"&#8220;@BIGHOMIEMARKIE: &#8220;@1017_Sqquad: &#8220;@TODDIE_soPLAYER: @_Raygine bitch get out dem feelings and get some new dick&#128514;&#128514;&#128514; ""&#128064;&#128550;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128128;&#8221;&#128514;&#128514;&#8221;&#128128;&#128128;&#128128;&#128514;"
1146,3,0,3,0,1,&#8220;@BINDLE13: My momma aint raise no hoe&#8221;
1147,3,0,3,0,1,&#8220;@BSBHForum: #BeatTheHabs #NYR http://t.co/okvhWHy3Vh&#8221; @CanadiensMTL #pussy
1148,3,0,3,0,1,&#8220;@B_Davis0529: SMDH Eagles fans. You a bitch! RT @MikeMiss975: Hey Giants fans: Victor Cruz is over. Dance to that.&#8221; Hey watch it
1149,3,0,3,0,1,"&#8220;@BaabyD_: ""cause i look great bitch
1150,3,0,3,0,1,&#8220;@Badazz_jspates: I'm suppose to eat yo booty bitch wym&#8221; &#128557;&#128557;&#128557;
1151,3,0,3,0,1,"&#8220;@Banqq_Jayy: ""@1Jayee: &#8220;@ItsKeeJay: I can't remember all the girls I've smashed &#128563;&#128584;&#8221; On God.&#128588;""hoe shit&#8221; Not technically
1152,3,0,2,1,1,&#8220;@BarryClerjuste: I cried like a bitch after my first breakup. Never loved again lol&#8221;
1154,3,0,3,0,1,&#8220;@BasedChasen: Chad Jordan in this bitch&#8221; I'm crying
1155,3,0,3,0,1,"&#8220;@BasedChasen: Grandmas always b asking you ""Do you have a girlfriend???"" No....I got hoes tf you mean&#8221; real shit."
1156,3,1,2,0,1,"&#8220;@BasedDevJay: bruh i'm telling you if she got 
1157,3,0,3,0,1,&#8220;@BeardedGemini: &#8220;@GinaSanabria_: I have no hoes because yah nigga ain't shit&#8221;&#8221;
1158,3,0,3,0,1,&#8220;@BeautiifulVixen: Bitches love throwing that irrelevant shade &#9995;&#128553; go sit lil bitch .&#8221;&#128175;&#128175;&#128175;
1160,3,0,3,0,1,"&#8220;@BeenSlimm: Too many ""lil niggas"" on my TL. http://t.co/vqGezMMwWs&#8221; boosie got hoes"
1161,9,1,8,0,1,"&#8220;@Benkasso: I'll beat the pussy up
1163,3,0,2,1,1,&#8220;@BetterAreTulips: Jose ur mean :/&#8221; I said ily stfu hoe
1164,3,0,3,0,1,&#8220;@BetterAreTulips: girls are fucking retarded my back started cramping up man&#8221; it's the double d's
1165,3,0,2,1,1,"&#8220;@BigMamaaTee: There's a difference between being actually crazy &amp; aspiring crazy&#8221; real shit . I can't stand ""fake crazy"" bitches"
1166,3,0,3,0,1,&#8220;@BillieBoyMitch: @VSamone man I was bouta text all the bitches that ever told me that &#128514;&#8221;lmao you should
1167,3,2,1,0,0,"&#8220;@BixxhMakeMeRich: If u ask me
1168,3,0,2,1,1,&#8220;@Black_Angelo25: First time with 3. Lol http://t.co/mITmFPvVLw&#8221; yuhhhh we hit that hoe!!
1169,3,1,2,0,1,"&#8220;@BlizzyLC: @Vice504fly u need to be in someone's church negro!&#8221;ur absolutely right
1170,3,0,3,0,1,&#8220;@BlizzyLC: Police just tried to Rodney King a nigga...&#8221;happen to my nig out here
1171,3,0,3,0,1,"&#8220;@BlueEyeBeaner: Vienna sausage clit http://t.co/YY1Gj6oeds&#8221; 
1172,3,1,2,0,1,"&#8220;@BlueEyeBeaner: lesbian pussy taste like rainbow trout!&#8221;
1175,3,0,3,0,1,&#8220;@Boobah_: What's the symptoms for Ebola? My stomach been hurting b. I'm nervous&#8221;bitch you better not be we was drinking out same bottle
